author_nidn,author_name,openalex_id,faculty,total_publications,total_citations,h_index,i10_index,avg_citations_per_paper,publications_last_5_years,citations_last_5_years,most_cited_paper,most_cited_paper_citations,first_publication_year,latest_publication_year,open_access_percentage
"","Danang Nuswantoro","A5024946439","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aileena Solicitor CREC","A5025244460","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","R D Santy","A5025292116","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M N Lantang","A5025355587","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Encep Zainul Syah","A5025366315","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","F Nursaori","A5025453227","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Futry D Agnia","A5025460352","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rizky Muhammad Ilham","A5025495574","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","A P Purfini","A5025524245","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Kurniawan Ali Nugraha","A5025620500","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Egi Nur Ilmi","A5025644762","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Wellga Berlianti","A5025673173","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Donie Novian","A5025693449","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M Virginia","A5025843122","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","JA Ualubun","A5025912978","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Masita Ichwani Siregar","A5025940904","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Ilham Komarujaman","A5025989373","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","YI Nugraha","A5026012556","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","N Asyifa","A5026078554","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","I Basri K","A5026158801","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F Santanu","A5026164926","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Filbert Daniel Tanugraha","A5026204635","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Arbi Insani","A5026211062","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Habibi Putera","A5026414161","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ivan Kurniawan","A5026552872","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alfredo Soritua","A5026834515","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ade Kurnia Ahmad","A5026850270","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Ferry Boy","A5026855080","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sulistio Mawardi","A5026953519","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Novita Melfiani","A5027006879","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","S H Nurulfajriyah","A5027021084","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mayuga Wicaksana","A5027092006","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sutopoh Sutopoh","A5027097804","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","N M Ritzki","A5027282586","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yefry Handoko Putra","A5027295258","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Yales Kurnia","A5027377071","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M. Syakur M. Syakur","A5027522968","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Syahrifal Dani S","A5027550216","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Andriani","A5027600912","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","H Sirait","A5027604791","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Pramanda","A5027623380","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Asbin","A5027663223","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Y M Izmazatnika","A5027758162","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ummi Goidah Mutmainah","A5027795561","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","C R M Pandin","A5027995781","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Rudiana","A5028090643","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Iman Hilman Firmansyah","A5028116147","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","M. R. Kaira","A5028237199","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Irsyad Djamaludin","A5028550324","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","N Raihanah","A5028658220","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Friyanto","A5028689505","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","V Kinasya","A5028771243","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M J Prasetyo","A5028863039","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Eddy Syarif","A5028884395","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fahma Maulana","A5028921167","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Awal Arif Budiman","A5028962291","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S.T. Riani Lubis","A5029027778","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Bunga Darina Puteri","A5029029380","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Rafa Nafisah","A5029102215","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Wildan Ramdani A","A5029296022","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Oktavia Fajarianti","A5029355019","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S Siswanto","A5029382266","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Hazel Rasendriya Dharma","A5029415835","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Deden A A. Wahab Sya’roni","A5029428836","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","F Khairudin","A5029467688","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R Hendriawan","A5029603945","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","R Y Fridayani","A5029626083","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Bayu Rizkia Hidayat","A5029672715","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","M Andhiko Utomo","A5029801231","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Umi Nariawati Syawaludin","A5029818744","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Diny Wahyuningtias","A5030435981","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R R Wahyuli","A5030662744","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Haifasyadza Azhar Fauziyyah","A5030788291","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","O Briantono","A5030872679","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Reandini Syu'ara Dewi","A5030879849","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Rani Widianingsih Hadi Purnomo","A5030978890","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Latifah Thohiroh Nurpalah","A5031155818","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R Erwinsah","A5031183835","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Yunus Winusa","A5031206772","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Arifin Bardansyah","A5031214784","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jihan Afifah Wahyu Aroyssi","A5031407535","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Funny Putri Syatriana","A5031600151","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M.Zakky Munggaran","A5031761739","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Suci Aulia Rosana","A5031834812","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kensy Dewi Asmiantyningsi","A5032064632","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","S Khalda","A5032243308","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S Alviana","A5032246047","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S D A Hendarsyah","A5032310036","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","J P Ambara","A5032313967","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Putu Aditya Anjasmara Pradipta","A5032322320","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Gilang Chandra","A5032325483","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tri Noor Pamungkas","A5032646097","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M I Habibillah","A5032786849","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dandi Kusmayandi","A5032859429","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","S Sufaatin","A5032915174","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Syahril Iskandar","A5032919262","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A R R Januar","A5032929253","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","F B Satia","A5032942365","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sasqia Dwicky Ambarputri Hendarsyah","A5033126651","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mima Halimatus Sa’diyah","A5033194776","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nurmala Icha","A5033301661","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Hamidah Nur Permata","A5033303303","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","S H Mayawati","A5033359729","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Fernando Winata","A5033430209","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dody Destriady","A5033492766","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Asti Khoerunisa -","A5033496064","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Aji Jayabinangun","A5033496102","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","H Hendriyani","A5033524336","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","J Juanda","A5033569552","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","J. Adler","A5033803411","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F Hibatulloh","A5033847115","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A Marica","A5033944284","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rangga Wirachma","A5034185329","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Richard Septiandi Karim","A5034354349","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Rahadyan Tajuddien Wahyu Nurul Faroh","A5034361372","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Suryatno Wiganepdo","A5034366969","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nurismi Abdussamad","A5034385402","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Suci Agustin Nur Islamiati","A5034402872","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rizkina Denaty Utami","A5034723816","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Putri Sesah Nirmala Sari","A5034741622","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M R Fadliansyah","A5034927472","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M Muriani","A5035096859","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Faisal Tahir","A5035170242","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D A Oktady","A5035204754","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","R Rusdiyana","A5035227515","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jihad Jihad","A5035312828","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sri Nurjayanti","A5035402614","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M A Fadhlurrahman","A5035438170","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Djafar Wittiri Maligana","A5035516034","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Riki Ridwanudin","A5035548235","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sultan Irsyad Rama Putra","A5035550667","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ariel Matitaputty","A5035589831","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Asri Annisa Fitriani","A5035812828","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Lusia Elsa Dika Damayanty","A5035873240","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Syach Berriant Restu Pradana","A5035988830","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ilham Zaki","A5036019583","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dhini Dewiyanti Tantarto","A5036093316","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Muhamad Rizky Maulana","A5036105269","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Anggi Siska Hariyana","A5036483107","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","D R R Purnamasari","A5036545857","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S Mauluddin","A5036577972","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Reza Pazzila Hakim","A5036740843","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Putri Citra Amanda","A5036836001","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adora Beata Bethari","A5036881918","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Ahadiat Joedawinata","A5037014283","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","A Matitaputty","A5037016855","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Y F Rahmatulah","A5037104185","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Arif Romadhan","A5037224053","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","N A Wijonarko","A5037224441","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Iqbal Aditya Pangestu","A5037233891","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mustopa Nur Hayat","A5037288919","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D Amtinannsiafitri","A5037300387","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","O A Supriadi","A5037334517","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","R S Novanto","A5037472987","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Elin Dewanti","A5037474455","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M E Raiz","A5037609472","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alvad Syahputra Auliadaya","A5037663190","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adrian Adhari","A5037802068","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fatika A Mugraji","A5037832569","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ismail Tosofu","A5037843702","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Yanuar Christiary","A5037992252","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Syahril Iskandar","A5038206891","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Rizqy Dyah Utami","A5038240196","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Junita Akhiryani Adhani","A5038335605","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S L BR Ginting","A5038400179","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Okta Tri Umami","A5038491597","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","A Alvin","A5038612605","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","M F Rinaldy","A5038632898","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Fenny Febrianty","A5038682848","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","D U M Depari","A5038683106","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ahmad Saeful Muslim","A5038756452","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","T Tawami","A5038786972","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Vira Mutiara Subekti","A5038791998","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Khamil Farhan","A5038836661","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Fahsa Urfaini Aghniya","A5038921776","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Delinda Irlyana Setyawati","A5038953813","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","I Indriyanto","A5038975718","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rani Nur Hanifah","A5039082731","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aditya Mahyudi","A5039086817","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","N O Sakti","A5039152673","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Veby Vabyo","A5039162341","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sanniyah Berliana","A5039307485","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","F Subakti","A5039365729","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
